cluster_id,cluster_name,stress_level,daily_social_media_hours,sleep_hours,screen_time_before_sleep,screen_sleep_ratio,heavy_sm_user,low_sleep,plat_Instagram,plat_TikTok,plat_Both
3,Người dùng cân bằng,6,5.9,7.5,1.4,0.18421052631578946,1,0,1,0,0
1,Lướt đêm / ít ngủ,2,6.5,8.3,0.6,0.07142857142857142,1,0,0,1,0
3,Người dùng cân bằng,6,7.5,8.1,2.5,0.30487804878048785,1,0,1,0,0
2,Dùng MXH nặng,5,4.9,4.5,2.9,0.6304347826086957,0,1,0,1,0
1,Lướt đêm / ít ngủ,1,2.2,5.3,1.4,0.25925925925925924,0,1,0,1,0
0,Dùng MXH nhẹ,9,5.8,6.9,0.7,0.09999999999999999,1,1,0,0,1
3,Người dùng cân bằng,3,1.3,8.5,0.9,0.10465116279069768,0,0,1,0,0
1,Lướt đêm / ít ngủ,5,2.8,4.8,1.7,0.34693877551020413,0,1,0,1,0
1,Lướt đêm / ít ngủ,4,4.0,6.5,2.4,0.36363636363636365,0,1,0,1,0
1,Lướt đêm / ít ngủ,3,1.7,4.9,1.6,0.32,0,1,0,1,0
1,Lướt đêm / ít ngủ,2,1.4,6.1,1.6,0.2580645161290323,0,1,0,1,0
2,Dùng MXH nặng,9,2.3,6.5,3.0,0.4545454545454546,0,1,0,1,0
3,Người dùng cân bằng,9,3.8,5.3,1.0,0.1851851851851852,0,1,1,0,0
2,Dùng MXH nặng,5,6.4,5.1,2.5,0.48076923076923084,1,1,0,1,0
0,Dùng MXH nhẹ,1,6.0,7.1,0.9,0.12500000000000003,1,0,0,0,1
3,Người dùng cân bằng,7,1.9,7.8,2.1,0.2658227848101266,0,0,1,0,0
1,Lướt đêm / ít ngủ,1,2.4,8.5,2.4,0.27906976744186046,0,0,0,1,0
2,Dùng MXH nặng,3,2.7,5.1,2.4,0.46153846153846156,0,1,1,0,0
0,Dùng MXH nhẹ,10,1.5,7.2,1.7,0.2328767123287671,0,0,0,0,1
3,Người dùng cân bằng,7,7.7,7.3,1.8,0.24324324324324326,1,0,1,0,0
2,Dùng MXH nặng,6,2.9,5.1,2.2,0.4230769230769232,0,1,0,1,0
2,Dùng MXH nặng,3,7.6,4.3,2.7,0.6136363636363638,1,1,0,1,0
0,Dùng MXH nhẹ,5,5.7,8.4,2.4,0.2823529411764706,1,0,0,0,1
1,Lướt đêm / ít ngủ,5,1.2,5.0,1.5,0.29411764705882354,0,1,0,1,0
0,Dùng MXH nhẹ,8,2.4,6.2,1.6,0.253968253968254,0,1,0,0,1
2,Dùng MXH nặng,7,6.2,5.1,2.0,0.3846153846153847,1,1,0,0,1
2,Dùng MXH nặng,2,4.7,5.1,2.2,0.4230769230769232,0,1,1,0,0
3,Người dùng cân bằng,4,5.3,6.7,0.7,0.10294117647058823,1,1,1,0,0
1,Lướt đêm / ít ngủ,4,6.0,6.0,0.7,0.11475409836065574,1,1,0,1,0
2,Dùng MXH nặng,8,7.8,4.7,2.1,0.43750000000000006,1,1,0,1,0
2,Dùng MXH nặng,8,4.4,4.2,2.6,0.6046511627906977,0,1,0,0,1
3,Người dùng cân bằng,9,6.7,7.6,2.4,0.3116883116883117,1,0,1,0,0
1,Lướt đêm / ít ngủ,8,7.2,7.4,2.2,0.29333333333333333,1,0,0,1,0
2,Dùng MXH nặng,8,6.1,4.4,2.1,0.4666666666666667,1,1,0,0,1
1,Lướt đêm / ít ngủ,1,5.4,8.7,1.9,0.2159090909090909,1,0,0,1,0
0,Dùng MXH nhẹ,10,2.7,7.7,0.7,0.08974358974358974,0,0,0,0,1
3,Người dùng cân bằng,2,7.9,7.2,1.5,0.20547945205479454,1,0,1,0,0
1,Lướt đêm / ít ngủ,10,4.6,7.3,1.6,0.21621621621621626,0,0,0,1,0
2,Dùng MXH nặng,5,5.6,4.6,1.9,0.4042553191489362,1,1,1,0,0
1,Lướt đêm / ít ngủ,2,6.5,6.4,0.7,0.10769230769230768,1,1,0,1,0
0,Dùng MXH nhẹ,7,5.9,7.2,0.9,0.12328767123287672,1,0,0,0,1
2,Dùng MXH nặng,7,1.1,5.1,2.2,0.4230769230769232,0,1,0,1,0
1,Lướt đêm / ít ngủ,6,3.2,5.1,1.2,0.23076923076923078,0,1,0,1,0
2,Dùng MXH nặng,8,6.5,5.3,2.7,0.5000000000000001,1,1,1,0,0
3,Người dùng cân bằng,1,7.3,6.2,1.0,0.15873015873015872,1,1,1,0,0
1,Lướt đêm / ít ngủ,4,1.5,5.5,1.7,0.3035714285714286,0,1,0,1,0
3,Người dùng cân bằng,6,3.8,6.8,2.4,0.34782608695652173,0,1,1,0,0
1,Lướt đêm / ít ngủ,10,3.6,8.6,2.8,0.3218390804597701,0,0,0,1,0
2,Dùng MXH nặng,10,3.6,4.3,2.9,0.6590909090909092,0,1,0,1,0
3,Người dùng cân bằng,6,5.3,7.4,1.2,0.16,1,0,1,0,0
1,Lướt đêm / ít ngủ,9,4.4,4.3,0.8,0.18181818181818185,0,1,0,1,0
1,Lướt đêm / ít ngủ,9,7.7,4.7,1.4,0.2916666666666667,1,1,0,1,0
2,Dùng MXH nặng,3,7.1,4.5,2.4,0.5217391304347826,1,1,0,1,0
3,Người dùng cân bằng,7,4.9,6.8,1.0,0.14492753623188406,0,1,1,0,0
0,Dùng MXH nhẹ,8,4.6,8.9,1.9,0.2111111111111111,0,0,0,0,1
3,Người dùng cân bằng,7,1.8,6.5,2.6,0.393939393939394,0,1,1,0,0
0,Dùng MXH nhẹ,10,4.2,5.7,1.0,0.1724137931034483,0,1,0,0,1
1,Lướt đêm / ít ngủ,1,1.5,6.7,0.5,0.07352941176470588,0,1,0,1,0
3,Người dùng cân bằng,6,7.0,8.9,2.8,0.3111111111111111,1,0,1,0,0
0,Dùng MXH nhẹ,9,6.5,7.8,1.5,0.189873417721519,1,0,0,0,1
3,Người dùng cân bằng,9,4.3,5.9,2.1,0.35000000000000003,0,1,1,0,0
0,Dùng MXH nhẹ,8,7.2,7.7,2.5,0.32051282051282054,1,0,0,0,1
2,Dùng MXH nặng,3,7.0,4.1,1.9,0.45238095238095244,1,1,0,0,1
0,Dùng MXH nhẹ,5,3.8,5.4,1.7,0.3090909090909091,0,1,0,0,1
3,Người dùng cân bằng,5,3.0,6.9,2.3,0.32857142857142857,0,1,1,0,0
1,Lướt đêm / ít ngủ,10,7.0,7.8,1.1,0.13924050632911394,1,0,0,1,0
2,Dùng MXH nặng,5,4.6,5.3,2.3,0.42592592592592593,0,1,0,1,0
0,Dùng MXH nhẹ,6,3.4,8.9,2.6,0.2888888888888889,0,0,0,0,1
2,Dùng MXH nặng,4,3.5,6.7,2.7,0.3970588235294118,0,1,0,1,0
0,Dùng MXH nhẹ,2,4.4,7.3,2.7,0.3648648648648649,0,0,0,0,1
0,Dùng MXH nhẹ,9,1.8,8.2,2.2,0.2650602409638555,0,0,0,0,1
0,Dùng MXH nhẹ,7,3.9,7.7,1.0,0.12820512820512822,0,0,0,0,1
1,Lướt đêm / ít ngủ,4,4.4,5.7,1.0,0.1724137931034483,0,1,0,1,0
3,Người dùng cân bằng,7,2.0,8.7,1.9,0.2159090909090909,0,0,1,0,0
1,Lướt đêm / ít ngủ,1,7.2,8.8,2.5,0.28089887640449435,1,0,0,1,0
0,Dùng MXH nhẹ,6,4.4,6.4,0.9,0.13846153846153847,0,1,0,0,1
1,Lướt đêm / ít ngủ,5,7.2,4.8,1.4,0.28571428571428575,1,1,0,1,0
3,Người dùng cân bằng,10,5.4,6.5,0.8,0.12121212121212123,1,1,1,0,0
